Song Name	Chroma 'Heavenly' Mashup [EXTENDED CUT] by Chroma (Arranged by CosmosGalaxies & iiJohn0)
158.098	1238	4	1
158.237	1239	2	1
158.377	1240	4	1
158.516	1241	2	1
158.656	1242	4	1
158.796	1243	2	1
158.935	1244	1	1
158.935	1245	4	1
159.075	1246	2	1
159.214	1247	4	1
159.354	1248	2	1
159.494	1249	4	1
159.633	1250	1	1
159.773	1251	2	1
159.912	1252	4	1
160.052	1253	3	2
160.331	1254	1	1
160.331	1255	3	3
160.471	1256	2	2
160.610	1257	3	1
160.750	1258	1	1
160.750	1259	2	3
160.890	1260	4	1
161.029	1261	3	2
161.308	1262	2	1
161.308	1263	3	3
161.448	1264	1	2
161.588	1265	4	1
161.727	1266	3	1
161.867	1267	2	1
162.006	1268	4	1
162.146	1269	2	1
162.286	1270	3	1
162.286	1271	4	1
162.286	1272	1	3
162.425	1273	3	1
162.425	1274	4	1
163.682	1275	1	2
164.519	1276	2	2
165.636	1277	4	1
165.636	1278	1	3
165.636	1279	2	3
166.334	1280	1	2
166.474	1281	2	2
166.474	1282	1	3
166.613	1283	3	2
166.613	1284	2	3
166.753	1285	1	1
166.753	1286	4	2
166.753	1287	3	3
166.892	1288	3	1
167.032	1289	1	1
167.032	1290	2	1
167.032	1291	4	3
167.172	1292	3	2
167.311	1293	2	1
167.311	1294	4	1
167.451	1295	1	2
167.451	1296	3	3
167.590	1297	2	2
167.590	1298	1	3
167.730	1299	3	2
167.730	1300	2	3
167.870	1301	1	1
167.870	1302	4	2
167.870	1303	3	3
168.009	1304	3	1
168.149	1305	1	1
168.149	1306	2	1
168.149	1307	4	3
168.288	1308	3	2
168.428	1309	2	1
168.428	1310	4	1
168.568	1311	1	2
168.568	1312	3	3
168.707	1313	2	2
168.707	1314	1	3
168.847	1315	3	2
168.847	1316	2	3
168.986	1317	1	1
168.986	1318	4	2
168.986	1319	3	3
169.126	1320	3	1
169.266	1321	1	1
169.266	1322	2	1
169.266	1323	4	3
169.405	1324	2	2
169.545	1325	1	1
169.545	1326	4	1
169.684	1327	3	1
169.684	1328	2	3
169.824	1329	4	1
169.964	1330	3	2
170.103	1331	1	1
170.103	1332	2	1
170.243	1333	4	1
170.382	1334	1	1
170.522	1335	2	1
170.662	1336	1	1
170.662	1337	4	1
170.662	1338	3	3
170.801	1339	1	2
170.941	1340	2	2
170.941	1341	1	3
171.080	1342	3	2
171.080	1343	2	3
171.220	1344	1	1
171.220	1345	4	2
171.220	1346	3	3
171.360	1347	3	1
171.499	1348	1	1
171.499	1349	2	1
171.499	1350	4	3
171.639	1351	3	2
171.778	1352	2	1
171.778	1353	4	1
171.918	1354	1	2
171.918	1355	3	3
172.058	1356	2	2
172.058	1357	1	3
172.197	1358	3	2
172.197	1359	2	3
172.337	1360	1	1
172.337	1361	4	2
172.337	1362	3	3
172.476	1363	2	2
172.476	1364	4	3
172.616	1365	1	1
172.616	1366	4	2
172.616	1367	2	3
172.756	1368	1	2
172.756	1369	4	3
172.895	1370	3	1
172.895	1371	4	2
172.895	1372	1	3
173.035	1373	1	2
173.035	1374	4	3
173.174	1375	3	2
173.174	1376	4	1
173.174	1377	1	3
173.314	1378	2	2
173.314	1379	3	3
173.454	1380	1	2
173.454	1381	4	1
173.454	1382	2	3
173.733	1383	2	1
173.733	1384	3	1
173.733	1385	1	3
173.872	1386	4	2
173.942	1387	3	1
174.012	1388	1	1
174.082	1389	2	1
174.152	1390	3	1
174.221	1391	1	1
174.291	1392	2	1
174.291	1393	4	3
174.361	1394	3	1
174.431	1395	4	1
174.501	1396	1	1
174.570	1397	2	1
174.570	1398	3	1
174.710	1399	2	1
174.710	1400	3	1
174.989	1401	3	2
174.989	1402	4	2
175.268	1403	1	2
175.268	1404	3	3
175.268	1405	4	3
175.408	1406	2	2
175.408	1407	1	3
175.548	1408	3	2
175.548	1409	2	3
175.687	1410	1	1
175.687	1411	4	2
175.687	1412	3	3
175.827	1413	3	1
175.966	1414	1	1
175.966	1415	2	1
175.966	1416	4	3
176.106	1417	3	2
176.246	1418	2	1
176.246	1419	4	1
176.385	1420	1	2
176.385	1421	3	3
176.525	1422	2	2
176.525	1423	1	3
176.664	1424	3	2
176.664	1425	2	3
176.804	1426	1	1
176.804	1427	4	2
176.804	1428	3	3
176.944	1429	3	1
177.083	1430	1	1
177.083	1431	2	1
177.083	1432	4	3
177.223	1433	3	2
177.362	1434	2	1
177.362	1435	4	1
177.502	1436	1	2
177.502	1437	3	3
177.642	1438	2	2
177.642	1439	1	3
177.781	1440	3	2
177.781	1441	2	3
177.921	1442	1	1
177.921	1443	4	2
177.921	1444	3	3
178.060	1445	3	1
178.200	1446	1	1
178.200	1447	2	1
178.200	1448	4	3
178.340	1449	3	2
178.479	1450	1	1
178.479	1451	2	1
178.619	1452	4	1
178.619	1453	3	3
178.758	1454	1	1
178.898	1455	2	2
179.038	1456	1	1
179.038	1457	3	1
179.177	1458	4	1
179.177	1459	2	3
179.247	1460	3	1
179.317	1461	1	2
179.456	1462	2	1
179.596	1463	3	1
179.596	1464	4	1
179.596	1465	1	3
179.736	1466	2	2
179.875	1467	1	2
179.875	1468	2	3
180.015	1469	3	2
180.015	1470	1	3
180.154	1471	1	1
180.154	1472	4	2
180.154	1473	3	3
180.294	1474	3	1
180.434	1475	1	1
180.434	1476	2	1
180.434	1477	4	3
180.573	1478	3	2
180.713	1479	2	1
180.713	1480	4	1
180.852	1481	1	2
180.852	1482	3	3
180.992	1483	3	2
180.992	1484	1	3
181.132	1485	2	2
181.132	1486	3	3
181.271	1487	4	1
181.271	1488	2	3
181.341	1489	3	1
181.411	1490	2	1
181.481	1491	1	1
181.550	1492	4	1
181.620	1493	3	1
181.690	1494	2	1
181.760	1495	1	1
181.830	1496	4	2
181.969	1497	2	2
181.969	1498	4	3
182.109	1499	3	2
182.109	1500	2	3
182.248	1501	4	2
182.248	1502	3	3
182.388	1503	1	1
182.388	1504	2	2
182.388	1505	4	3
182.389	1506	3	1
182.832	1507	4	1
182.832	1508	2	3
182.906	1509	3	1
182.980	1510	1	2
183.572	1511	4	2
184.756	1512	1	3
187.124	1513	4	3
192.134	1514	4	2
192.923	1515	1	2
193.397	1516	2	2
193.397	1517	1	3
193.397	1518	4	3
194.060	1519	1	1
194.060	1520	3	1
194.060	1521	4	2
194.060	1522	2	3
194.214	1523	2	1
194.368	1524	3	1
194.523	1525	1	1
194.523	1526	2	1
194.677	1527	3	1
194.832	1528	1	2
194.832	1529	4	3
194.986	1530	2	2
194.986	1531	4	1
194.986	1532	1	3
195.141	1533	3	2
195.141	1534	2	3
195.295	1535	1	1
195.295	1536	4	2
195.295	1537	3	3
195.450	1538	2	1
195.604	1539	3	1
195.758	1540	1	1
195.758	1541	2	1
195.913	1542	3	1
196.067	1543	2	2
196.067	1544	4	3
196.222	1545	1	2
196.222	1546	4	1
196.222	1547	2	3
196.376	1548	4	2
196.376	1549	1	3
196.531	1550	2	1
196.531	1551	3	2
196.531	1552	4	3
196.685	1553	1	1
196.840	1554	4	1
196.994	1555	1	1
196.994	1556	2	1
197.148	1557	4	2
197.148	1558	3	3
197.303	1559	1	1
197.380	1560	2	2
197.380	1561	4	3
197.457	1562	3	1
197.457	1563	4	1
197.612	1564	1	2
197.612	1565	2	3
197.766	1566	3	2
197.766	1567	4	1
197.766	1568	1	3
197.921	1569	2	1
198.075	1570	1	1
198.075	1571	4	1
198.075	1572	3	3
198.230	1573	2	1
198.307	1574	3	1
198.384	1575	1	1
198.384	1576	4	2
198.538	1577	2	2
198.538	1578	4	3
198.693	1579	1	2
198.693	1580	4	1
198.693	1581	2	3
198.847	1582	3	2
198.847	1583	1	3
199.002	1584	1	1
199.002	1585	4	2
199.002	1586	3	3
199.156	1587	3	1
199.311	1588	1	1
199.311	1589	2	1
199.465	1590	1	1
199.465	1591	4	3
199.542	1592	2	1
199.620	1593	3	1
199.697	1594	4	1
199.774	1595	1	2
199.929	1596	2	1
199.929	1597	4	2
199.929	1598	1	3
200.083	1599	2	2
200.083	1600	4	3
200.237	1601	3	2
200.237	1602	4	1
200.237	1603	2	3
200.392	1604	1	1
200.546	1605	2	1
200.546	1606	4	1
200.701	1607	1	1
200.701	1608	3	3
200.778	1609	2	1
200.855	1610	3	1
200.932	1611	4	1
201.010	1612	1	2
201.164	1613	2	1
201.164	1614	3	2
201.164	1615	1	3
201.319	1616	4	2
201.319	1617	3	3
201.473	1618	1	1
201.473	1619	2	2
201.473	1620	4	3
201.627	1621	4	1
201.782	1622	1	1
201.782	1623	3	2
201.782	1624	2	3
201.936	1625	4	1
202.091	1626	1	1
202.091	1627	2	2
202.091	1628	3	3
202.245	1629	4	1
202.245	1630	2	3
202.322	1631	3	1
202.400	1632	1	2
202.400	1633	2	1
202.554	1634	4	1
202.709	1635	2	1
202.709	1636	3	2
202.709	1637	1	3
202.863	1638	4	1
203.017	1639	1	1
203.017	1640	2	1
203.172	1641	4	1
203.172	1642	3	3
203.249	1643	2	1
203.326	1644	1	2
203.481	1645	4	1
203.635	1646	2	1
203.635	1647	3	1
203.790	1648	1	3
203.944	1649	1	1
203.944	1650	3	1
203.944	1651	4	2
204.099	1652	2	1
204.253	1653	3	1
204.408	1654	1	1
204.408	1655	2	1
204.562	1656	3	1
204.716	1657	1	2
204.716	1658	4	3
204.871	1659	2	2
204.871	1660	4	1
204.871	1661	1	3
205.025	1662	3	2
205.025	1663	2	3
205.180	1664	1	1
205.180	1665	4	2
205.180	1666	3	3
205.334	1667	2	1
205.489	1668	3	1
205.643	1669	1	1
205.643	1670	2	1
205.798	1671	3	1
205.952	1672	2	2
205.952	1673	4	3
206.106	1674	1	2
206.106	1675	4	1
206.106	1676	2	3
206.261	1677	4	2
206.261	1678	1	3
206.415	1679	2	1
206.415	1680	3	2
206.415	1681	4	3
206.570	1682	1	1
206.724	1683	4	1
206.879	1684	1	1
206.879	1685	2	1
207.033	1686	4	2
207.033	1687	3	3
207.188	1688	1	1
207.265	1689	2	2
207.265	1690	4	3
207.342	1691	3	1
207.342	1692	4	1
207.496	1693	1	2
207.496	1694	2	3
207.651	1695	3	2
207.651	1696	4	1
207.651	1697	1	3
207.805	1698	2	1
207.960	1699	1	1
207.960	1700	4	1
207.960	1701	3	3
208.114	1702	2	1
208.192	1703	3	1
208.269	1704	1	1
208.269	1705	4	2
208.423	1706	2	2
208.423	1707	4	3
208.578	1708	1	2
208.578	1709	4	1
208.578	1710	2	3
208.732	1711	3	2
208.732	1712	1	3
208.887	1713	1	1
208.887	1714	4	2
208.887	1715	3	3
209.041	1716	3	1
209.195	1717	1	1
209.195	1718	2	1
209.350	1719	1	1
209.350	1720	4	3
209.427	1721	2	1
209.504	1722	3	1
209.582	1723	4	1
209.659	1724	1	2
209.813	1725	2	1
209.813	1726	4	2
209.813	1727	1	3
209.968	1728	2	2
209.968	1729	4	3
210.122	1730	3	2
210.122	1731	4	1
210.122	1732	2	3
210.277	1733	1	1
210.431	1734	2	1
210.431	1735	4	1
210.585	1736	1	1
210.585	1737	3	3
210.663	1738	2	1
210.740	1739	3	1
210.817	1740	4	1
210.894	1741	1	2
211.049	1742	2	2
211.049	1743	4	1
211.049	1744	1	3
211.203	1745	3	2
211.203	1746	2	3
211.358	1747	1	1
211.358	1748	4	2
211.358	1749	3	3
211.512	1750	2	1
211.667	1751	1	1
211.667	1752	3	2
211.667	1753	4	3
211.821	1754	4	1
211.975	1755	1	1
211.975	1756	2	2
211.975	1757	3	3
212.130	1758	4	1
212.130	1759	2	3
212.207	1760	3	1
212.284	1761	1	2
212.284	1762	2	1
212.439	1763	3	1
212.593	1764	2	1
212.593	1765	4	2
212.593	1766	1	3
212.748	1767	3	1
212.902	1768	1	1
212.902	1769	2	1
213.057	1770	1	1
213.057	1771	4	3
213.134	1772	2	1
213.211	1773	3	1
213.288	1774	4	1
213.366	1775	1	1
213.443	1776	2	1
213.520	1777	3	1
213.520	1778	4	1
213.674	1779	2	2
213.829	1780	1	2
213.829	1781	4	2
213.829	1782	2	3
214.447	1783	3	1
214.447	1784	1	3
214.447	1785	4	3
214.601	1786	4	1
214.756	1787	1	1
214.756	1788	3	1
214.910	1789	4	1
215.082	1790	1	1
215.082	1791	4	1
215.246	1792	2	1
215.410	1793	3	1
215.410	1794	4	1
215.575	1795	1	1
215.739	1796	2	1
215.739	1797	4	1
215.903	1798	3	1
216.068	1799	1	1
216.068	1800	2	1
216.232	1801	4	1
216.396	1802	1	1
216.396	1803	3	1
216.561	1804	2	1
216.725	1805	2	1
216.725	1806	4	1
216.889	1807	3	2
217.054	1808	1	2
217.054	1809	2	1
217.382	1810	2	2
217.382	1811	4	2
217.382	1812	1	3
217.382	1813	3	3
217.711	1814	1	1
217.711	1815	3	1
217.711	1816	2	3
217.711	1817	4	3
217.875	1818	2	1
218.040	1819	3	1
218.040	1820	4	1
218.204	1821	1	1
218.368	1822	2	1
218.368	1823	3	1
218.533	1824	4	1
218.697	1825	1	1
218.697	1826	2	1
218.861	1827	3	1
219.026	1828	1	1
219.026	1829	4	1
219.190	1830	2	2
219.354	1831	1	1
219.354	1832	4	1
219.354	1833	2	3
219.519	1834	3	2
219.683	1835	1	1
219.683	1836	4	1
219.847	1837	2	1
220.012	1838	1	1
220.012	1839	4	1
220.012	1840	3	3
220.176	1841	3	1
220.340	1842	1	2
220.340	1843	4	1
220.505	1844	2	1
220.587	1845	3	1
220.669	1846	4	1
220.669	1847	1	3
220.833	1848	2	1
220.998	1849	3	2
220.998	1850	4	1
221.162	1851	1	1
221.326	1852	1	1
221.326	1853	4	1
221.326	1854	3	3
221.491	1855	2	1
221.573	1856	3	1
221.655	1857	1	1
221.655	1858	4	1
221.819	1859	3	1
221.984	1860	2	1
222.148	1861	1	2
222.312	1862	2	2
222.477	1863	3	2
222.477	1864	2	3
222.641	1865	4	2
222.641	1866	1	3
222.641	1867	3	3
222.805	1868	2	2
222.805	1869	4	3
222.970	1870	1	1
222.970	1871	4	1
222.970	1872	2	3
223.134	1873	3	1
223.298	1874	1	1
223.298	1875	4	1
223.463	1876	2	1
223.627	1877	1	1
223.627	1878	4	1
223.791	1879	3	1
223.956	1880	1	1
223.956	1881	2	1
224.120	1882	4	1
224.284	1883	1	1
224.284	1884	3	2
224.449	1885	3	3
224.613	1886	2	2
224.613	1887	4	1
224.777	1888	2	3
224.942	1889	1	1
224.942	1890	3	2
225.106	1891	4	1
225.106	1892	3	3
225.270	1893	1	2
225.270	1894	2	1
225.435	1895	4	1
225.435	1896	1	3
225.599	1897	1	1
225.599	1898	4	1
225.763	1899	2	1
225.928	1900	3	1
225.928	1901	4	1
226.092	1902	1	1
226.256	1903	2	1
226.256	1904	4	1
226.421	1905	3	1
226.585	1906	1	1
226.585	1907	2	1
226.749	1908	4	1
226.914	1909	1	1
226.914	1910	3	1
227.078	1911	2	1
227.242	1912	2	1
227.242	1913	4	1
227.407	1914	3	2
227.571	1915	1	2
227.571	1916	2	1
227.900	1917	2	2
227.900	1918	4	2
227.900	1919	1	3
227.900	1920	3	3
228.228	1921	1	1
228.228	1922	3	1
228.228	1923	2	3
228.228	1924	4	3
228.393	1925	2	1
228.557	1926	3	1
228.557	1927	4	1
228.721	1928	1	1
228.886	1929	2	1
228.886	1930	3	1
229.050	1931	4	1
229.214	1932	1	1
229.214	1933	2	1
229.379	1934	3	1
229.543	1935	1	1
229.543	1936	4	1
229.707	1937	2	2
229.872	1938	1	1
229.872	1939	4	1
229.872	1940	2	3
230.036	1941	3	2
230.200	1942	1	1
230.200	1943	4	1
230.365	1944	2	1
230.529	1945	1	1
230.529	1946	4	1
230.529	1947	3	3
230.693	1948	3	1
230.858	1949	1	2
230.858	1950	4	1
231.022	1951	2	1
231.104	1952	3	1
231.186	1953	4	1
231.186	1954	1	3
231.351	1955	2	1
231.515	1956	3	2
231.515	1957	4	1
231.679	1958	1	1
231.844	1959	1	1
231.844	1960	4	1
231.844	1961	3	3
232.008	1962	2	1
232.090	1963	3	1
232.172	1964	1	1
232.172	1965	4	1
232.337	1966	3	1
232.501	1967	2	1
232.665	1968	1	2
232.830	1969	2	2
232.994	1970	3	2
232.994	1971	2	3
233.158	1972	4	2
233.158	1973	1	3
233.158	1974	3	3
233.323	1975	2	2
233.323	1976	4	3
233.487	1977	1	1
233.487	1978	4	1
233.487	1979	2	3
233.651	1980	3	1
233.816	1981	1	1
233.816	1982	4	1
233.980	1983	2	1
234.144	1984	1	1
234.144	1985	4	1
234.309	1986	3	1
234.473	1987	1	1
234.473	1988	2	1
235.122	1989	1	1
235.122	1990	2	1
235.779	1991	1	1
235.779	1992	2	1
235.858	1993	4	1
235.937	1994	3	1
236.016	1995	2	1
236.095	1996	1	1
236.095	1997	4	1
236.174	1998	3	1
236.250	1999	2	2
236.431	2000	1	1
236.431	2001	4	1
236.431	2002	2	3
237.134	2003	3	1
237.134	2004	4	1
237.219	2005	1	1
237.219	2006	2	1
237.304	2007	3	1
237.304	2008	4	1
237.390	2009	1	1
237.390	2010	2	1
237.475	2011	3	1
237.475	2012	4	1
237.561	2013	1	1
237.561	2014	2	1
237.646	2015	3	1
237.646	2016	4	1
237.732	2017	1	1
237.732	2018	2	1
237.781	2019	3	2
237.781	2020	4	2
238.397	2021	1	1
238.397	2022	3	3
238.397	2023	4	3
238.474	2024	2	1
238.551	2025	3	1
238.551	2026	4	1
238.628	2027	1	1
238.705	2028	2	1
238.782	2029	4	1
238.859	2030	1	1
238.859	2031	3	1
238.936	2032	2	1
239.013	2033	4	1
239.090	2034	1	1
239.167	2035	2	1
239.167	2036	3	1
239.244	2037	4	1
239.321	2038	1	1
239.398	2039	2	1
239.475	2040	3	1
239.475	2041	4	1
239.552	2042	1	1
239.629	2043	2	1
239.706	2044	4	1
239.783	2045	1	1
239.783	2046	3	1
239.860	2047	2	1
239.937	2048	4	1
240.014	2049	1	1
240.091	2050	2	1
240.091	2051	3	1
240.168	2052	4	1
240.245	2053	1	1
240.323	2054	2	1
240.400	2055	3	1
240.400	2056	4	1
240.477	2057	1	1
240.554	2058	2	1
240.631	2059	4	1
240.708	2060	1	1
240.708	2061	3	1
240.785	2062	2	1
240.862	2063	4	1
240.939	2064	3	1
241.016	2065	1	1
241.016	2066	2	1
241.093	2067	4	1
241.170	2068	3	1
241.247	2069	1	1
241.324	2070	2	1
241.324	2071	4	1
241.401	2072	3	1
241.478	2073	1	1
241.555	2074	4	1
241.632	2075	2	1
241.632	2076	3	1
241.709	2077	1	1
241.786	2078	4	1
241.863	2079	3	1
241.940	2080	1	1
241.940	2081	2	1
242.017	2082	4	1
242.094	2083	3	1
242.172	2084	1	1
242.249	2085	2	1
242.249	2086	4	1
242.326	2087	3	1
242.403	2088	1	1
242.480	2089	4	1
242.557	2090	2	1
242.557	2091	3	1
242.634	2092	1	1
242.711	2093	4	1
242.788	2094	3	1
242.865	2095	1	1
242.865	2096	2	1
242.942	2097	4	1
243.019	2098	3	1
243.096	2099	1	1
243.173	2100	2	1
243.173	2101	4	1
243.250	2102	3	1
243.327	2103	1	1
243.327	2104	2	1
243.481	2105	1	1
243.481	2106	2	1
243.635	2107	3	1
243.635	2108	4	1
243.789	2109	2	1
243.866	2110	3	1
243.943	2111	1	1
243.943	2112	2	1
244.098	2113	1	1
244.098	2114	2	1
244.252	2115	3	1
244.252	2116	4	1
244.406	2117	1	2
244.560	2118	2	1
244.560	2119	4	1
244.714	2120	3	2
244.714	2121	1	3
244.868	2122	2	2
244.868	2123	4	1
244.868	2124	3	3
245.022	2125	1	2
245.022	2126	2	3
245.176	2127	2	1
245.176	2128	4	2
245.176	2129	1	3
245.330	2130	3	2
245.330	2131	4	3
245.484	2132	2	2
245.484	2133	4	1
245.484	2134	3	3
245.638	2135	1	2
245.638	2136	2	3
245.792	2137	3	1
245.792	2138	4	1
245.792	2139	1	3
245.947	2140	3	1
245.947	2141	4	1
246.101	2142	1	1
246.101	2143	2	1
246.255	2144	3	1
246.332	2145	2	1
246.409	2146	3	1
246.409	2147	4	1
246.563	2148	3	1
246.563	2149	4	1
246.717	2150	1	1
246.717	2151	2	1
246.871	2152	4	2
247.025	2153	1	1
247.025	2154	3	1
247.179	2155	2	2
247.179	2156	4	3
247.333	2157	1	1
247.333	2158	3	2
247.333	2159	2	3
247.487	2160	4	2
247.487	2161	3	3
247.641	2162	1	1
247.641	2163	2	2
247.641	2164	4	3
247.796	2165	3	2
247.796	2166	2	3
247.950	2167	4	1
247.950	2168	3	3
248.027	2169	1	1
248.104	2170	4	1
248.181	2171	1	1
248.258	2172	2	1
248.258	2173	3	1
248.335	2174	4	1
248.412	2175	1	1
248.412	2176	2	1
248.489	2177	3	1
248.566	2178	4	1
248.643	2179	1	1
248.720	2180	2	1
248.720	2181	3	1
248.797	2182	4	1
248.874	2183	1	1
248.951	2184	3	1
249.028	2185	2	1
249.028	2186	4	1
249.105	2187	1	1
249.182	2188	3	1
249.259	2189	4	1
249.336	2190	1	1
249.336	2191	2	1
249.413	2192	3	1
249.490	2193	4	1
249.568	2194	1	1
249.645	2195	2	1
249.645	2196	3	1
249.722	2197	4	1
249.799	2198	1	1
249.876	2199	3	1
249.953	2200	2	1
249.953	2201	4	1
250.030	2202	1	1
250.107	2203	3	1
250.184	2204	4	1
250.261	2205	1	1
250.261	2206	2	1
250.338	2207	3	1
250.415	2208	4	1
250.492	2209	1	1
250.569	2210	2	1
250.569	2211	3	1
250.646	2212	4	1
250.723	2213	2	1
250.800	2214	1	1
250.877	2215	3	1
250.877	2216	4	1
250.954	2217	2	1
251.031	2218	1	1
251.108	2219	4	1
251.185	2220	2	1
251.185	2221	3	1
251.262	2222	1	1
251.339	2223	4	1
251.417	2224	2	1
251.494	2225	1	1
251.494	2226	3	1
251.571	2227	4	1
251.648	2228	2	1
251.725	2229	1	1
251.802	2230	3	1
251.802	2231	4	1
251.879	2232	2	1
251.956	2233	1	1
252.033	2234	4	1
252.110	2235	2	1
252.110	2236	3	1
252.187	2237	1	1
252.264	2238	4	1
252.341	2239	2	1
252.418	2240	1	1
252.418	2241	3	1
252.495	2242	4	1
252.572	2243	2	1
252.649	2244	1	1
252.726	2245	3	1
252.726	2246	4	1
252.803	2247	2	1
252.880	2248	1	1
252.957	2249	4	1
253.034	2250	2	1
253.034	2251	3	1
253.111	2252	1	1
253.188	2253	3	1
253.188	2254	4	1
253.343	2255	3	1
253.343	2256	4	1
253.497	2257	1	2
253.574	2258	1	3
253.651	2259	3	2
253.728	2260	3	3
253.805	2261	2	2
253.882	2262	2	3
253.959	2263	3	2
254.036	2264	3	3
254.113	2265	4	2
254.190	2266	4	3
254.267	2267	1	1
254.267	2268	2	1
254.421	2269	3	2
254.498	2270	3	3
254.575	2271	4	2
254.652	2272	4	3
254.729	2273	1	1
254.729	2274	2	1
254.883	2275	4	2
254.960	2276	4	3
255.037	2277	1	1
255.037	2278	3	1
255.192	2279	2	2
255.269	2280	2	3
255.346	2281	4	1
255.423	2282	3	1
255.500	2283	2	1
255.577	2284	1	1
255.654	2285	3	1
255.654	2286	4	1
255.808	2287	3	1
255.808	2288	4	1
255.962	2289	1	1
255.962	2290	2	1
256.116	2291	4	1
256.193	2292	3	1
256.270	2293	1	1
256.270	2294	2	1
256.424	2295	1	1
256.424	2296	2	1
256.578	2297	3	1
256.578	2298	4	1
256.732	2299	1	1
256.809	2300	2	1
256.886	2301	3	2
256.886	2302	4	2
257.503	2303	2	2
258.119	2304	1	2
258.119	2305	2	3
258.119	2306	3	3
258.119	2307	4	3
258.427	2308	3	2
258.427	2309	1	3
258.735	2310	2	2
258.735	2311	3	3
259.044	2312	4	2
259.044	2313	2	3
259.198	2314	3	2
259.198	2315	4	3
259.506	2316	1	1
259.506	2317	3	3
259.583	2318	2	1
259.660	2319	3	2
259.814	2320	1	2
259.814	2321	3	3
259.968	2322	2	2
259.968	2323	1	3
260.122	2324	3	1
260.122	2325	4	1
260.276	2326	3	1
260.276	2327	4	2
260.276	2328	2	3
260.584	2329	2	2
260.584	2330	4	3
260.893	2331	4	2
260.893	2332	2	3
261.047	2333	3	2
261.047	2334	4	3
261.355	2335	1	1
261.355	2336	3	3
261.432	2337	2	1
261.509	2338	3	2
261.663	2339	1	2
261.663	2340	3	3
261.817	2341	2	2
261.817	2342	4	1
261.817	2343	1	3
262.125	2344	1	1
262.125	2345	4	2
262.125	2346	2	3
262.433	2347	1	2
262.433	2348	4	3
262.742	2349	4	2
262.742	2350	1	3
262.896	2351	3	2
262.896	2352	4	3
263.204	2353	1	1
263.204	2354	3	3
263.281	2355	2	1
263.358	2356	3	2
263.512	2357	1	2
263.512	2358	3	3
263.666	2359	2	2
263.666	2360	1	3
263.820	2361	3	1
263.820	2362	4	1
263.974	2363	3	1
263.974	2364	4	2
263.974	2365	2	3
264.282	2366	2	2
264.282	2367	4	3
264.591	2368	4	2
264.591	2369	2	3
264.745	2370	3	2
264.745	2371	4	3
265.053	2372	1	1
265.053	2373	3	3
265.130	2374	2	1
265.207	2375	3	2
265.207	2376	4	1
265.361	2377	2	2
265.361	2378	3	3
265.515	2379	1	2
265.515	2380	4	1
265.515	2381	2	3
265.823	2382	3	1
266.131	2383	2	2
266.131	2384	4	1
266.131	2385	1	3
266.440	2386	3	1
266.748	2387	1	1
266.748	2388	4	2
266.748	2389	2	3
267.056	2390	2	1
267.364	2391	1	1
267.364	2392	3	2
267.364	2393	4	3
267.672	2394	2	1
267.980	2395	1	2
267.980	2396	4	1
267.980	2397	3	3
268.135	2398	3	1
268.289	2399	4	1
268.443	2400	3	1
268.597	2401	2	2
268.597	2402	4	1
268.751	2403	3	1
268.905	2404	4	1
269.059	2405	3	1
269.213	2406	4	2
269.213	2407	1	3
269.213	2408	2	3
269.367	2409	3	1
269.521	2410	1	1
269.675	2411	2	1
269.829	2412	1	1
269.829	2413	3	2
269.984	2414	2	1
270.138	2415	1	1
270.138	2416	2	1
270.138	2417	3	3
270.138	2418	4	3
270.446	2419	1	1
270.446	2420	2	1
270.446	2421	3	1
270.446	2422	4	1
270.754	2423	2	1
270.857	2424	3	1
270.959	2425	4	1
271.062	2426	1	1
271.165	2427	2	1
271.268	2428	1	1
271.370	2429	2	1
271.473	2430	1	1
271.576	2431	2	1
271.678	2432	1	1
271.678	2433	3	1
271.678	2434	4	1
271.987	2435	3	1
272.089	2436	2	1
272.192	2437	1	1
272.295	2438	4	1
272.398	2439	3	1
272.500	2440	4	1
272.603	2441	3	1
272.706	2442	4	1
272.808	2443	3	1
272.911	2444	1	1
272.911	2445	2	1
272.911	2446	4	1
273.219	2447	3	1
273.322	2448	2	1
273.425	2449	1	1
273.527	2450	3	1
273.527	2451	4	1
273.630	2452	2	1
273.733	2453	3	1
273.836	2454	1	1
273.836	2455	4	1
273.938	2456	2	1
274.041	2457	3	1
274.144	2458	2	1
274.144	2459	4	1
274.247	2460	1	1
274.349	2461	3	1
274.452	2462	2	1
274.452	2463	4	1
274.555	2464	3	1
274.657	2465	1	1
274.760	2466	2	1
274.760	2467	3	1
274.863	2468	4	1
274.966	2469	1	1
275.077	2470	2	2
275.960	2471	4	1
275.960	2472	2	3
277.128	2473	1	1
277.212	2474	2	1
277.297	2475	3	1
277.382	2476	4	1
277.466	2477	1	1
277.551	2478	2	1
277.636	2479	3	1
277.721	2480	4	1
277.805	2481	1	1
277.890	2482	2	1
277.975	2483	3	1
278.060	2484	4	1
278.144	2485	1	1
278.229	2486	2	1
278.314	2487	3	1
278.399	2488	4	1
278.483	2489	1	1
278.568	2490	2	1
278.653	2491	3	1
278.738	2492	4	1
278.822	2493	1	1
278.907	2494	2	1
278.992	2495	3	1
279.077	2496	4	1
279.161	2497	1	1
279.246	2498	2	1
279.331	2499	3	1
279.416	2500	4	1
279.500	2501	1	1
279.585	2502	2	1
279.670	2503	3	1
279.755	2504	4	1
