Song Name	Revolutionary Etude (Hard) by Frederic Chopin (Performed by Rousseau)
112.325	1191	2	1
112.433	1192	4	1
112.541	1193	2	1
112.541	1194	3	1
112.651	1195	4	1
112.761	1196	1	1
112.761	1197	2	1
112.871	1198	4	1
112.982	1199	2	1
112.982	1200	3	1
113.129	1201	3	1
113.129	1202	4	1
113.276	1203	1	1
113.276	1204	2	1
113.423	1205	3	1
113.423	1206	4	1
113.533	1207	1	1
113.643	1208	4	1
113.754	1209	1	1
113.754	1210	2	1
113.864	1211	1	1
113.864	1212	2	1
113.971	1213	3	1
114.079	1214	4	1
114.187	1215	1	1
114.295	1216	2	1
114.403	1217	3	1
114.511	1218	4	1
114.619	1219	1	1
114.727	1220	2	1
114.835	1221	3	1
114.943	1222	4	1
115.051	1223	2	1
115.051	1224	3	1
115.158	1225	2	1
115.158	1226	3	1
115.278	1227	1	1
115.398	1228	4	1
115.519	1229	1	1
115.519	1230	2	1
115.639	1231	3	1
115.639	1232	4	1
115.759	1233	1	1
115.880	1234	2	1
116.000	1235	4	1
116.121	1236	3	1
116.241	1237	2	1
116.361	1238	1	1
116.482	1239	4	1
116.602	1240	3	1
116.723	1241	1	1
116.843	1242	2	1
116.963	1243	4	1
117.084	1244	3	1
117.199	1245	2	1
117.315	1246	3	1
117.431	1247	1	1
117.431	1248	4	1
117.546	1249	2	1
117.662	1250	3	1
117.778	1251	4	1
117.894	1252	3	1
118.009	1253	1	1
118.125	1254	2	1
118.241	1255	1	1
118.368	1256	3	1
118.368	1257	4	1
118.484	1258	1	1
118.600	1259	2	1
118.716	1260	4	1
118.833	1261	2	1
118.833	1262	3	1
118.949	1263	4	1
119.065	1264	3	1
119.181	1265	1	1
119.181	1266	2	1
119.298	1267	1	1
119.298	1268	2	1
119.408	1269	4	1
119.518	1270	3	1
119.628	1271	1	1
119.739	1272	2	1
119.849	1273	4	1
119.959	1274	3	1
120.070	1275	2	1
120.180	1276	1	1
120.180	1277	4	1
120.292	1278	3	1
120.405	1279	2	1
120.518	1280	1	1
120.631	1281	4	1
120.743	1282	3	1
120.856	1283	1	1
120.969	1284	2	1
121.082	1285	3	1
121.082	1286	4	1
121.195	1287	1	1
121.307	1288	2	1
121.420	1289	3	1
121.533	1290	4	1
121.646	1291	3	1
121.758	1292	2	1
121.871	1293	1	1
121.984	1294	3	1
121.984	1295	4	1
122.104	1296	1	1
122.224	1297	2	1
122.344	1298	4	1
122.464	1299	2	1
122.464	1300	3	1
122.571	1301	4	1
122.679	1302	3	1
122.787	1303	1	1
122.787	1304	2	1
122.895	1305	1	1
122.895	1306	2	1
123.003	1307	4	1
123.111	1308	3	1
123.219	1309	2	1
123.327	1310	1	1
123.435	1311	3	1
123.543	1312	2	1
123.651	1313	1	1
123.758	1314	3	1
123.758	1315	4	1
123.870	1316	1	1
123.983	1317	2	1
124.096	1318	3	1
124.209	1319	4	1
124.321	1320	3	1
124.434	1321	1	1
124.547	1322	2	1
124.660	1323	1	1
124.660	1324	4	1
124.773	1325	2	1
124.885	1326	3	1
124.998	1327	4	1
125.111	1328	3	1
125.224	1329	2	1
125.336	1330	1	1
125.449	1331	2	1
125.562	1332	3	1
125.675	1333	4	1
125.788	1334	3	1
125.900	1335	2	1
126.013	1336	1	1
126.126	1337	2	1
126.239	1338	4	1
126.351	1339	3	1
126.464	1340	1	1
126.464	1341	4	1
126.615	1342	2	1
126.765	1343	3	1
126.915	1344	4	1
127.066	1345	3	1
127.216	1346	2	1
127.367	1347	1	1
127.367	1348	4	1
127.504	1349	2	1
127.642	1350	3	1
127.780	1351	4	1
128.194	1352	1	1
128.194	1353	2	1
128.546	1354	1	1
128.546	1355	4	1
128.723	1356	2	1
128.899	1357	4	1
129.076	1358	3	1
129.164	1359	1	1
129.252	1360	2	1
129.429	1361	1	1
129.429	1362	4	1
129.605	1363	3	1
129.782	1364	2	1
129.958	1365	1	1
130.223	1366	3	1
130.311	1367	2	1
130.488	1368	1	1
130.488	1369	4	1
130.752	1370	4	1
130.841	1371	3	1
130.929	1372	2	1
131.139	1373	1	1
131.327	1374	3	1
131.420	1375	4	1
131.514	1376	2	1
131.702	1377	3	1
131.889	1378	1	1
131.889	1379	2	1
132.401	1380	3	1
132.401	1381	4	1
132.610	1382	1	1
132.715	1383	2	1
132.820	1384	3	1
132.925	1385	4	1
133.030	1386	1	1
133.135	1387	2	1
133.240	1388	3	1
133.345	1389	4	1
133.449	1390	1	1
133.554	1391	2	1
133.659	1392	3	1
133.764	1393	4	1
133.869	1394	1	1
133.974	1395	2	1
134.079	1396	3	1
134.175	1397	4	1
134.272	1398	1	1
134.369	1399	2	1
134.466	1400	3	1
134.562	1401	4	1
134.659	1402	1	1
134.756	1403	2	1
134.853	1404	3	1
134.949	1405	4	1
135.046	1406	1	1
135.143	1407	2	1
135.240	1408	3	1
135.337	1409	4	1
135.433	1410	1	1
135.530	1411	2	1
135.627	1412	3	1
135.627	1413	4	1
135.727	1414	1	1
135.827	1415	2	1
135.927	1416	4	1
136.027	1417	3	1
136.127	1418	1	1
136.227	1419	4	1
136.327	1420	1	1
136.327	1421	2	1
136.427	1422	3	1
136.527	1423	2	1
136.527	1424	4	1
136.627	1425	1	1
136.727	1426	3	1
136.827	1427	4	1
136.927	1428	2	1
137.027	1429	1	1
137.127	1430	2	1
137.227	1431	4	1
137.341	1432	3	1
137.461	1433	2	1
137.581	1434	1	1
137.701	1435	4	1
137.821	1436	3	1
137.941	1437	2	1
138.061	1438	1	1
138.181	1439	4	1
138.301	1440	3	1
138.421	1441	2	1
138.541	1442	1	1
138.661	1443	4	1
138.781	1444	3	1
138.901	1445	2	1
139.021	1446	1	1
139.141	1447	4	1
139.261	1448	1	1
139.261	1449	3	1
139.761	1450	4	1
139.886	1451	3	1
140.011	1452	2	1
140.136	1453	1	1
140.261	1454	4	1
140.386	1455	3	1
140.511	1456	2	1
140.636	1457	1	1
140.761	1458	4	1
140.886	1459	3	1
141.011	1460	2	1
141.136	1461	1	1
141.261	1462	3	1
141.261	1463	4	1
141.381	1464	1	1
141.502	1465	2	1
141.623	1466	3	1
141.744	1467	4	1
141.865	1468	1	1
141.986	1469	2	1
142.107	1470	3	1
142.228	1471	1	1
142.228	1472	4	1
142.359	1473	2	1
142.491	1474	3	1
142.622	1475	4	1
142.754	1476	1	1
142.885	1477	2	1
143.017	1478	3	1
143.149	1479	4	1
143.280	1480	1	1
143.280	1481	3	1
143.520	1482	4	1
143.640	1483	3	1
143.760	1484	2	1
143.881	1485	1	1
144.001	1486	4	1
144.121	1487	3	1
144.241	1488	2	1
144.362	1489	1	1
144.482	1490	4	1
144.602	1491	3	1
144.722	1492	2	1
144.843	1493	1	1
144.963	1494	3	1
145.083	1495	2	1
145.203	1496	3	1
145.203	1497	4	1
145.329	1498	1	1
145.455	1499	2	1
145.581	1500	3	1
145.707	1501	4	1
145.833	1502	1	1
145.959	1503	2	1
146.085	1504	3	1
146.211	1505	4	1
146.337	1506	1	1
146.463	1507	2	1
146.589	1508	4	1
146.715	1509	2	1
146.715	1510	3	1
147.327	1511	1	1
147.327	1512	3	1
147.807	1513	3	1
147.807	1514	4	1
147.954	1515	2	1
147.954	1516	4	1
148.101	1517	1	1
148.101	1518	3	1
148.248	1519	1	1
148.248	1520	2	1
148.358	1521	4	1
148.468	1522	3	1
148.579	1523	2	1
148.689	1524	1	1
148.799	1525	4	1
148.909	1526	3	1
149.020	1527	2	1
149.130	1528	1	1
149.240	1529	4	1
149.351	1530	3	1
149.461	1531	2	1
149.571	1532	1	1
149.663	1533	4	1
149.755	1534	3	1
149.847	1535	2	1
149.939	1536	1	1
150.031	1537	4	1
150.123	1538	3	1
150.215	1539	2	1
150.307	1540	1	1
150.399	1541	3	1
150.399	1542	4	1
150.491	1543	2	1
150.583	1544	1	1
150.675	1545	4	1
150.767	1546	2	1
150.767	1547	3	1
150.859	1548	1	1
150.951	1549	4	1
151.043	1550	1	2
151.043	1551	2	2
151.043	1552	3	2
151.704	1553	1	3
151.704	1554	2	3
151.704	1555	3	3
152.145	1556	1	2
152.145	1557	2	2
152.145	1558	4	2
152.807	1559	1	3
152.807	1560	2	3
152.807	1561	4	3
153.196	1562	2	2
153.196	1563	3	2
153.196	1564	4	2
153.488	1565	2	3
153.488	1566	3	3
153.488	1567	4	3
153.683	1568	2	2
153.683	1569	3	2
153.683	1570	4	2
153.975	1571	2	3
153.975	1572	3	3
153.975	1573	4	3
