Song Name	Sad Dream (Hard) by UNDEAD CORPORATION
103.604	1248	4	3
103.754	1249	3	1
103.904	1250	1	1
103.904	1251	4	1
103.904	1252	2	3
104.054	1253	3	2
104.054	1254	4	1
104.204	1255	1	1
104.204	1256	2	1
104.354	1257	4	1
104.354	1258	3	3
104.429	1259	2	1
104.504	1260	1	1
104.504	1261	3	1
104.504	1262	4	1
104.654	1263	2	1
104.804	1264	1	1
104.804	1265	4	1
104.954	1266	2	1
105.029	1267	3	1
105.104	1268	1	1
105.104	1269	4	1
105.179	1270	3	1
105.254	1271	2	1
105.329	1272	4	1
105.404	1273	1	1
105.404	1274	2	1
105.479	1275	3	1
105.554	1276	1	1
105.629	1277	3	1
105.704	1278	2	1
105.704	1279	4	1
105.779	1280	1	1
105.854	1281	3	1
105.854	1282	4	1
105.929	1283	2	1
106.004	1284	3	1
106.079	1285	4	1
106.154	1286	1	1
106.154	1287	2	1
106.229	1288	3	1
106.304	1289	1	1
106.304	1290	2	1
106.379	1291	4	1
106.454	1292	2	1
106.529	1293	3	1
106.604	1294	1	1
106.604	1295	4	1
106.679	1296	2	1
106.754	1297	1	1
106.754	1298	3	1
106.829	1299	2	1
106.904	1300	1	1
106.904	1301	3	1
106.904	1302	4	1
107.054	1303	3	1
107.204	1304	3	1
107.204	1305	4	1
107.354	1306	1	1
107.354	1307	2	1
107.354	1308	4	1
107.504	1309	2	1
107.654	1310	1	1
107.654	1311	2	1
107.804	1312	1	1
107.804	1313	3	1
107.804	1314	4	1
107.954	1315	3	1
108.104	1316	3	1
108.104	1317	4	1
108.254	1318	1	1
108.254	1319	2	1
108.254	1320	4	1
108.404	1321	2	1
108.554	1322	1	1
108.554	1323	2	1
108.704	1324	1	1
108.704	1325	3	1
108.704	1326	4	1
108.854	1327	2	1
108.854	1328	3	1
109.004	1329	1	1
109.004	1330	2	2
109.004	1331	4	1
109.304	1332	1	2
109.304	1333	3	1
109.304	1334	4	1
109.304	1335	2	3
109.604	1336	2	1
109.604	1337	4	1
109.604	1338	1	3
109.754	1339	3	2
109.754	1340	4	1
109.904	1341	2	1
110.054	1342	1	1
110.054	1343	4	1
110.054	1344	3	3
110.204	1345	1	1
110.204	1346	3	1
110.354	1347	2	2
110.504	1348	1	1
110.504	1349	4	1
110.654	1350	3	1
110.654	1351	4	1
110.654	1352	2	3
110.804	1353	1	2
110.804	1354	2	1
110.954	1355	4	1
110.954	1356	1	3
111.029	1357	3	1
111.104	1358	1	1
111.104	1359	2	1
111.254	1360	2	1
111.254	1361	4	1
111.404	1362	3	1
111.404	1363	4	1
111.554	1364	1	1
111.554	1365	2	1
111.704	1366	1	1
111.704	1367	3	1
111.704	1368	4	1
111.854	1369	3	1
112.004	1370	3	1
112.004	1371	4	1
112.154	1372	1	1
112.154	1373	2	1
112.154	1374	4	1
112.304	1375	2	1
112.454	1376	1	1
112.454	1377	2	1
112.604	1378	1	1
112.604	1379	3	1
112.604	1380	4	1
112.748	1381	3	1
112.893	1382	3	1
112.893	1383	4	1
113.047	1384	1	1
113.047	1385	2	1
113.047	1386	4	1
113.197	1387	2	1
113.347	1388	1	1
113.347	1389	2	1
113.497	1390	1	1
113.497	1391	4	1
113.641	1392	3	1
113.641	1393	4	1
113.794	1394	1	1
113.794	1395	2	2
114.111	1396	1	1
114.111	1397	3	1
114.111	1398	4	1
114.111	1399	2	3
114.261	1400	2	1
114.261	1401	3	1
114.411	1402	1	1
114.411	1403	4	1
114.561	1404	1	1
114.561	1405	2	2
114.711	1406	3	1
114.711	1407	4	1
114.861	1408	1	1
114.861	1409	4	2
114.861	1410	2	3
115.011	1411	2	1
115.011	1412	3	1
115.161	1413	1	1
115.161	1414	2	1
115.161	1415	4	3
115.311	1416	1	1
115.311	1417	3	1
115.311	1418	4	1
115.461	1419	2	1
115.536	1420	3	1
115.611	1421	1	1
115.611	1422	4	1
115.761	1423	3	1
115.836	1424	1	1
115.911	1425	2	1
115.911	1426	4	1
116.061	1427	1	1
116.061	1428	3	1
116.061	1429	4	1
116.211	1430	1	1
116.211	1431	2	1
116.211	1432	3	1
116.511	1433	1	1
116.511	1434	3	1
116.511	1435	4	2
116.811	1436	1	1
116.811	1437	2	1
116.811	1438	4	3
116.961	1439	1	2
116.961	1440	4	1
117.111	1441	2	1
117.261	1442	3	1
117.261	1443	4	1
117.261	1444	1	3
117.411	1445	1	1
117.411	1446	4	2
117.711	1447	1	1
117.711	1448	4	3
117.861	1449	1	2
117.861	1450	2	1
118.011	1451	3	1
118.011	1452	4	1
118.161	1453	2	1
118.161	1454	3	1
118.161	1455	1	3
118.311	1456	1	1
118.311	1457	4	2
118.461	1458	3	1
118.611	1459	1	1
118.611	1460	2	2
118.611	1461	4	3
118.911	1462	1	2
118.911	1463	3	1
118.911	1464	4	1
118.911	1465	2	3
119.211	1466	2	1
119.211	1467	4	1
119.211	1468	1	3
119.361	1469	3	2
119.361	1470	4	1
119.511	1471	2	1
119.661	1472	1	1
119.661	1473	4	1
119.661	1474	3	3
119.811	1475	1	1
119.811	1476	3	1
119.961	1477	2	2
119.961	1478	4	1
120.111	1479	1	1
120.261	1480	3	1
120.261	1481	2	3
120.336	1482	2	1
120.411	1483	1	1
120.411	1484	4	1
120.561	1485	3	1
120.636	1486	2	1
120.711	1487	1	1
120.711	1488	3	1
120.711	1489	4	1
120.861	1490	2	1
120.861	1491	3	1
121.011	1492	1	1
121.011	1493	4	1
121.161	1494	3	1
121.236	1495	2	1
121.311	1496	1	1
121.311	1497	3	1
121.311	1498	4	1
121.461	1499	3	1
121.611	1500	3	1
121.611	1501	4	1
121.761	1502	1	1
121.761	1503	2	1
121.761	1504	4	1
121.911	1505	2	1
122.061	1506	1	1
122.061	1507	2	1
122.211	1508	1	1
122.211	1509	3	1
122.211	1510	4	1
122.361	1511	3	1
122.511	1512	3	1
122.511	1513	4	1
122.661	1514	1	1
122.661	1515	2	1
122.661	1516	4	1
122.811	1517	2	1
122.961	1518	1	1
122.961	1519	2	1
123.111	1520	1	1
123.111	1521	3	1
123.111	1522	4	1
123.261	1523	2	1
123.261	1524	3	1
123.411	1525	1	1
123.411	1526	2	1
123.411	1527	4	1
123.561	1528	3	1
123.636	1529	2	1
123.711	1530	1	1
123.711	1531	3	1
123.711	1532	4	2
124.011	1533	2	1
124.011	1534	4	3
124.086	1535	3	1
124.161	1536	1	2
124.161	1537	2	1
124.161	1538	4	1
124.461	1539	3	1
124.461	1540	1	3
124.536	1541	2	1
124.611	1542	1	1
124.611	1543	3	1
124.611	1544	4	1
124.761	1545	3	2
124.911	1546	1	1
124.911	1547	2	1
124.911	1548	4	1
125.061	1549	2	1
125.061	1550	3	3
125.211	1551	1	1
125.211	1552	3	1
125.211	1553	4	1
125.361	1554	2	1
125.361	1555	3	1
125.511	1556	1	1
125.511	1557	2	1
125.511	1558	4	1
125.661	1559	3	1
125.736	1560	2	1
125.811	1561	1	1
125.811	1562	3	1
125.811	1563	4	1
126.111	1564	1	1
126.111	1565	2	1
126.111	1566	4	2
126.261	1567	2	1
126.261	1568	3	1
126.411	1569	1	1
126.411	1570	2	1
126.411	1571	4	3
126.561	1572	3	2
126.561	1573	4	1
126.711	1574	1	1
126.861	1575	2	1
126.861	1576	3	3
127.011	1577	1	2
127.011	1578	4	1
127.161	1579	2	1
127.311	1580	3	1
127.311	1581	4	1
127.461	1582	3	1
127.461	1583	4	1
127.461	1584	1	3
127.611	1585	1	1
127.611	1586	2	2
127.761	1587	3	1
127.911	1588	1	1
127.911	1589	4	2
127.911	1590	2	3
128.061	1591	3	1
128.211	1592	1	1
128.211	1593	2	2
128.211	1594	4	3
128.361	1595	4	1
128.511	1596	1	1
128.511	1597	3	1
128.661	1598	1	1
128.661	1599	3	1
128.661	1600	2	3
128.811	1601	2	1
128.811	1602	4	2
128.961	1603	3	1
129.111	1604	1	1
129.111	1605	2	2
129.111	1606	4	3
129.261	1607	3	1
129.411	1608	1	2
129.411	1609	4	1
129.411	1610	2	3
129.561	1611	2	1
129.711	1612	3	1
129.711	1613	4	1
129.861	1614	3	1
129.861	1615	4	1
129.861	1616	1	3
130.011	1617	1	1
130.011	1618	2	2
130.161	1619	3	1
130.311	1620	1	2
130.311	1621	4	1
130.311	1622	2	3
130.461	1623	3	1
130.611	1624	2	1
130.611	1625	4	2
130.611	1626	1	3
130.761	1627	3	1
130.911	1628	1	1
130.911	1629	2	1
131.061	1630	1	1
131.061	1631	2	1
131.061	1632	4	3
131.211	1633	3	1
131.211	1634	4	1
131.361	1635	2	1
131.511	1636	1	2
131.511	1637	3	1
131.511	1638	4	1
131.661	1639	3	1
131.661	1640	1	3
131.811	1641	1	1
131.811	1642	2	1
131.811	1643	4	2
131.961	1644	2	1
131.961	1645	4	3
132.111	1646	1	2
132.111	1647	3	1
132.111	1648	4	1
132.261	1649	2	1
132.261	1650	3	1
132.261	1651	1	3
132.411	1652	1	1
132.411	1653	4	1
132.561	1654	1	1
132.561	1655	3	2
132.561	1656	4	2
132.711	1657	2	1
132.861	1658	1	1
132.861	1659	3	3
132.861	1660	4	3
133.011	1661	2	1
133.011	1662	4	1
133.161	1663	3	1
133.311	1664	1	1
133.311	1665	2	1
133.311	1666	4	2
133.461	1667	2	1
133.461	1668	3	1
133.611	1669	1	1
133.611	1670	2	1
133.611	1671	4	3
133.761	1672	3	2
133.761	1673	4	1
133.911	1674	1	1
134.061	1675	2	1
134.061	1676	4	1
134.061	1677	3	3
134.211	1678	1	2
134.211	1679	3	1
134.361	1680	2	1
134.511	1681	3	1
134.511	1682	4	1
134.511	1683	1	3
134.661	1684	3	1
134.661	1685	4	1
134.811	1686	1	2
134.811	1687	2	1
134.961	1688	4	1
135.111	1689	2	1
135.261	1690	3	1
135.261	1691	1	3
135.411	1692	1	1
135.411	1693	2	1
135.561	1694	3	1
135.561	1695	4	1
135.711	1696	1	1
135.711	1697	2	1
135.711	1698	4	2
135.861	1699	2	1
135.861	1700	3	1
136.011	1701	1	1
136.011	1702	2	1
136.011	1703	4	3
136.161	1704	3	2
136.161	1705	4	1
136.311	1706	1	1
136.461	1707	2	1
136.461	1708	3	3
136.611	1709	1	2
136.611	1710	4	1
136.761	1711	2	1
136.911	1712	3	1
136.911	1713	4	1
137.061	1714	3	1
137.061	1715	4	1
137.061	1716	1	3
137.211	1717	1	1
137.211	1718	2	2
137.361	1719	3	1
137.511	1720	1	1
137.511	1721	4	2
137.511	1722	2	3
137.661	1723	3	1
137.811	1724	1	1
137.811	1725	2	2
137.811	1726	4	3
137.961	1727	4	1
138.111	1728	1	1
138.111	1729	3	1
138.261	1730	1	1
138.261	1731	3	1
138.261	1732	2	3
138.411	1733	2	1
138.411	1734	4	2
138.561	1735	3	1
138.711	1736	1	1
138.711	1737	2	2
138.711	1738	4	3
138.861	1739	3	1
139.011	1740	1	2
139.011	1741	4	1
139.011	1742	2	3
139.161	1743	2	1
139.311	1744	3	1
139.311	1745	4	1
139.461	1746	3	1
139.461	1747	4	1
139.461	1748	1	3
139.611	1749	1	1
139.611	1750	2	2
139.761	1751	3	1
139.911	1752	1	1
139.911	1753	4	1
139.911	1754	2	3
139.986	1755	3	1
140.061	1756	2	1
140.136	1757	4	1
140.211	1758	1	1
140.211	1759	2	1
140.286	1760	3	1
140.361	1761	2	1
140.436	1762	3	1
140.511	1763	1	1
140.511	1764	2	1
140.511	1765	4	2
140.661	1766	1	1
140.818	1767	2	1
140.818	1768	3	1
140.968	1769	2	1
140.968	1770	4	3
141.118	1771	1	1
141.118	1772	3	1
141.118	1773	4	1
141.261	1774	2	1
141.261	1775	3	1
141.411	1776	1	1
141.411	1777	2	1
141.411	1778	4	1
141.561	1779	1	2
141.711	1780	3	1
141.711	1781	4	1
141.861	1782	3	1
141.861	1783	1	3
142.011	1784	1	1
142.011	1785	2	1
142.011	1786	4	1
142.161	1787	2	1
142.161	1788	3	1
142.311	1789	1	1
142.311	1790	3	1
142.311	1791	4	1
142.461	1792	3	1
142.611	1793	1	1
142.611	1794	2	1
142.761	1795	3	1
142.836	1796	2	1
142.911	1797	1	1
142.911	1798	3	1
142.911	1799	4	1
143.061	1800	3	1
143.211	1801	3	1
143.361	1802	1	1
143.361	1803	2	1
143.361	1804	4	1
143.511	1805	2	1
143.661	1806	2	1
143.811	1807	1	1
143.811	1808	3	1
143.811	1809	4	1
143.961	1810	3	1
144.036	1811	2	1
144.111	1812	4	1
144.186	1813	2	1
144.261	1814	1	1
144.261	1815	3	1
144.261	1816	4	1
144.411	1817	2	1
144.486	1818	3	1
144.561	1819	1	1
144.636	1820	3	1
144.711	1821	1	1
144.711	1822	2	1
144.711	1823	4	1
144.861	1824	3	1
144.936	1825	1	1
145.011	1826	2	1
145.011	1827	3	1
145.161	1828	1	1
145.161	1829	4	1
145.236	1830	2	1
145.311	1831	1	1
145.311	1832	3	1
145.311	1833	4	1
145.461	1834	3	1
145.600	1835	1	1
145.600	1836	2	1
145.750	1837	1	1
145.750	1838	3	1
145.750	1839	4	1
145.900	1840	4	1
146.045	1841	2	1
146.120	1842	4	1
146.195	1843	1	1
146.195	1844	3	2
146.495	1845	1	1
146.495	1846	2	1
146.495	1847	4	1
146.495	1848	3	3
146.645	1849	3	1
146.645	1850	4	1
146.795	1851	1	1
146.795	1852	2	1
146.870	1853	3	1
146.945	1854	1	1
147.020	1855	2	1
147.095	1856	3	1
147.095	1857	4	1
147.170	1858	1	1
147.245	1859	3	1
147.320	1860	2	1
147.395	1861	1	1
147.395	1862	4	1
147.470	1863	3	1
147.545	1864	2	1
147.620	1865	3	1
147.695	1866	1	1
147.695	1867	2	1
147.695	1868	4	1
147.845	1869	2	1
147.995	1870	3	1
147.995	1871	4	1
148.145	1872	1	1
148.145	1873	2	1
148.145	1874	4	1
148.295	1875	1	1
148.445	1876	3	1
148.527	1877	4	1
148.609	1878	1	1
148.609	1879	2	1
148.750	1880	3	1
148.825	1881	2	1
148.900	1882	1	1
148.900	1883	4	1
148.975	1884	3	1
149.050	1885	2	1
149.125	1886	4	1
149.194	1887	1	1
149.194	1888	2	1
149.269	1889	3	1
149.344	1890	2	1
149.344	1891	4	1
149.419	1892	3	1
149.494	1893	1	1
149.569	1894	2	1
149.644	1895	3	1
149.644	1896	4	1
149.719	1897	2	1
149.794	1898	1	1
149.794	1899	3	1
149.869	1900	2	1
149.944	1901	4	1
150.019	1902	1	1
150.094	1903	2	1
150.094	1904	3	1
150.094	1905	4	1
150.244	1906	3	1
150.394	1907	1	1
150.394	1908	2	1
150.544	1909	1	1
150.544	1910	3	1
150.544	1911	4	1
150.694	1912	4	1
150.844	1913	2	1
150.919	1914	3	1
150.994	1915	1	1
150.994	1916	4	1
151.144	1917	2	1
151.226	1918	4	1
151.301	1919	1	1
151.301	1920	3	1
151.378	1921	2	1
151.453	1922	3	1
151.453	1923	4	1
151.528	1924	2	1
151.603	1925	1	1
151.603	1926	4	1
151.678	1927	3	1
151.753	1928	1	1
151.828	1929	2	1
151.903	1930	3	1
151.903	1931	4	1
151.978	1932	1	1
152.053	1933	3	1
152.128	1934	4	1
152.203	1935	1	1
152.203	1936	2	1
152.355	1937	3	1
152.430	1938	2	1
152.505	1939	1	1
152.505	1940	3	1
152.505	1941	4	1
152.655	1942	4	1
152.805	1943	1	1
152.805	1944	2	1
152.955	1945	1	1
152.955	1946	3	1
152.955	1947	4	1
153.110	1948	3	1
153.185	1949	4	1
153.260	1950	1	1
153.335	1951	2	1
153.410	1952	1	1
153.410	1953	3	2
153.410	1954	4	2
154.310	1955	4	3
154.610	1956	3	3
