Song Name	Chroma 'Heavenly' Mashup [EXTENDED CUT] (Hard) by Chroma (Arranged by CosmosGalaxies & iiJohn0)
110.455	1237	2	1
110.455	1238	4	3
110.605	1239	4	1
110.655	1240	3	1
110.705	1241	1	1
110.755	1242	2	1
110.805	1243	3	1
110.855	1244	1	1
110.855	1245	4	1
111.055	1246	2	2
111.055	1247	3	2
111.255	1248	1	1
111.255	1249	4	1
111.255	1250	2	3
111.255	1251	3	3
111.455	1252	1	2
111.455	1253	2	2
111.655	1254	4	2
111.655	1255	1	3
111.655	1256	2	3
111.721	1257	4	3
111.855	1258	3	2
111.988	1259	4	1
111.988	1260	3	3
112.055	1261	1	1
112.055	1262	2	2
112.188	1263	4	1
112.188	1264	2	3
112.255	1265	3	2
112.321	1266	1	1
112.388	1267	2	1
112.388	1268	3	3
112.455	1269	1	1
112.455	1270	4	2
112.588	1271	3	1
112.655	1272	2	1
112.721	1273	1	1
112.788	1274	3	1
112.855	1275	1	1
112.855	1276	2	2
112.855	1277	4	3
112.988	1278	3	1
112.988	1279	2	3
113.055	1280	4	2
113.121	1281	1	1
113.188	1282	2	2
113.188	1283	4	3
113.255	1284	1	1
113.255	1285	3	1
113.255	1286	2	3
113.388	1287	2	1
113.455	1288	4	1
113.588	1289	3	1
113.655	1290	1	1
113.655	1291	2	1
113.721	1292	3	1
113.721	1293	4	1
113.788	1294	1	1
113.788	1295	2	1
113.855	1296	3	1
113.855	1297	4	1
113.988	1298	2	1
114.055	1299	1	1
114.055	1300	3	2
114.055	1301	4	2
114.555	1302	1	2
114.655	1303	1	3
114.655	1304	3	3
114.655	1305	4	3
114.855	1306	1	2
114.855	1307	3	1
114.855	1308	4	1
114.988	1309	2	1
115.055	1310	3	1
115.121	1311	4	1
115.188	1312	2	1
115.255	1313	3	2
115.321	1314	4	1
115.388	1315	2	1
115.388	1316	3	3
115.455	1317	3	2
115.521	1318	4	1
115.588	1319	2	1
115.588	1320	3	3
115.655	1321	3	1
115.655	1322	4	2
115.655	1323	1	3
115.788	1324	2	1
115.855	1325	3	1
115.921	1326	1	1
115.988	1327	3	1
116.055	1328	2	2
116.121	1329	1	1
116.188	1330	3	1
116.188	1331	2	3
116.255	1332	2	2
116.321	1333	1	1
116.388	1334	3	1
116.388	1335	2	3
116.455	1336	1	2
116.455	1337	2	1
116.455	1338	4	3
116.588	1339	3	1
116.655	1340	4	1
116.721	1341	2	1
116.788	1342	3	1
116.855	1343	4	2
116.921	1344	2	1
116.988	1345	3	1
116.988	1346	4	3
117.055	1347	2	2
117.121	1348	4	1
117.188	1349	3	1
117.188	1350	2	3
117.255	1351	2	1
117.255	1352	4	2
117.255	1353	1	3
117.388	1354	1	1
117.455	1355	2	1
117.521	1356	3	2
117.588	1357	2	2
117.588	1358	3	3
117.655	1359	1	2
117.655	1360	2	3
117.921	1361	2	1
117.921	1362	3	1
117.921	1363	1	3
117.921	1364	4	3
117.988	1365	1	1
117.988	1366	4	1
118.055	1367	2	1
118.055	1368	3	1
118.121	1369	1	1
118.121	1370	4	1
118.188	1371	2	1
118.188	1372	3	1
118.255	1373	1	1
118.255	1374	4	2
118.355	1375	4	3
118.388	1376	1	2
118.455	1377	2	2
118.455	1378	3	1
118.555	1379	4	2
118.555	1380	1	3
118.555	1381	2	3
118.655	1382	2	1
118.655	1383	3	1
118.655	1384	4	3
118.788	1385	2	2
118.855	1386	1	2
118.855	1387	3	1
118.955	1388	4	2
118.955	1389	1	3
118.955	1390	2	3
119.055	1391	2	1
119.055	1392	3	1
119.055	1393	4	3
119.188	1394	1	2
119.255	1395	2	2
119.255	1396	3	1
119.355	1397	4	2
119.355	1398	1	3
119.355	1399	2	3
119.455	1400	2	1
119.455	1401	3	1
119.455	1402	4	3
119.588	1403	2	2
119.655	1404	1	2
119.655	1405	3	1
119.755	1406	4	2
119.755	1407	1	3
119.755	1408	2	3
119.855	1409	2	1
119.855	1410	3	1
119.855	1411	4	3
119.988	1412	3	1
120.055	1413	1	2
120.055	1414	4	1
120.188	1415	2	1
120.255	1416	3	1
120.255	1417	4	1
120.255	1418	1	3
120.355	1419	2	2
120.455	1420	3	1
120.521	1421	1	1
120.521	1422	2	3
120.588	1423	4	1
120.655	1424	2	1
120.655	1425	3	2
120.788	1426	1	1
120.855	1427	2	1
120.921	1428	4	2
120.921	1429	3	3
120.988	1430	1	1
121.055	1431	2	1
121.055	1432	3	1
121.188	1433	3	1
121.255	1434	1	2
121.255	1435	2	1
121.255	1436	4	3
121.388	1437	2	1
121.455	1438	3	1
121.455	1439	4	1
121.588	1440	3	1
121.655	1441	2	1
121.655	1442	4	1
121.788	1443	2	1
121.855	1444	3	1
121.855	1445	4	1
121.988	1446	3	1
122.055	1447	2	1
122.055	1448	4	1
122.188	1449	4	1
122.255	1450	2	1
122.255	1451	3	1
122.255	1452	1	3
122.321	1453	1	1
122.388	1454	3	1
122.455	1455	2	1
122.521	1456	4	1
122.588	1457	3	1
122.621	1458	2	1
122.655	1459	1	2
122.788	1460	4	1
122.788	1461	1	3
122.821	1462	3	1
122.855	1463	2	2
122.988	1464	1	1
122.988	1465	2	3
123.021	1466	3	1
123.055	1467	4	2
123.155	1468	1	1
123.155	1469	4	3
123.221	1470	2	1
123.255	1471	3	1
123.321	1472	4	1
123.355	1473	1	2
123.405	1474	3	1
123.455	1475	2	1
123.505	1476	4	1
123.588	1477	3	1
123.655	1478	2	1
123.721	1479	3	1
123.788	1480	4	1
123.855	1481	2	1
123.855	1482	3	1
123.980	1483	4	1
124.055	1484	2	1
124.055	1485	3	1
124.055	1486	1	3
124.188	1487	1	1
124.255	1488	3	1
124.255	1489	4	1
124.388	1490	3	1
124.455	1491	1	1
124.455	1492	2	1
124.588	1493	3	1
124.655	1494	2	1
124.655	1495	4	2
124.755	1496	4	3
124.788	1497	1	2
124.855	1498	2	2
124.855	1499	3	1
124.955	1500	4	2
124.955	1501	1	3
124.955	1502	2	3
125.055	1503	2	1
125.055	1504	3	1
125.055	1505	4	3
125.188	1506	2	2
125.255	1507	1	2
125.255	1508	3	1
125.355	1509	4	2
125.355	1510	1	3
125.355	1511	2	3
125.455	1512	2	1
125.455	1513	3	1
125.455	1514	4	3
125.588	1515	1	2
125.655	1516	2	2
125.655	1517	3	1
125.755	1518	4	2
125.755	1519	1	3
125.755	1520	2	3
125.855	1521	2	1
125.855	1522	3	1
125.855	1523	4	3
125.988	1524	2	2
126.055	1525	1	2
126.055	1526	3	1
126.155	1527	4	2
126.155	1528	1	3
126.155	1529	2	3
126.255	1530	2	1
126.255	1531	3	1
126.255	1532	4	3
126.388	1533	3	1
126.455	1534	1	2
126.455	1535	4	1
126.588	1536	2	1
126.655	1537	3	1
126.655	1538	4	1
126.655	1539	1	3
126.755	1540	2	2
126.855	1541	3	1
126.921	1542	1	1
126.921	1543	2	3
126.988	1544	4	1
127.055	1545	2	1
127.055	1546	3	2
127.188	1547	1	1
127.255	1548	2	1
127.321	1549	4	2
127.321	1550	3	3
127.388	1551	1	1
127.455	1552	2	1
127.455	1553	3	1
127.588	1554	3	1
127.655	1555	1	2
127.655	1556	2	1
127.655	1557	4	3
127.788	1558	2	1
127.855	1559	3	1
127.855	1560	4	1
127.988	1561	3	1
128.055	1562	2	1
128.055	1563	4	1
128.188	1564	2	1
128.255	1565	3	1
128.255	1566	4	1
128.388	1567	3	1
128.455	1568	2	1
128.455	1569	4	1
128.588	1570	4	1
128.655	1571	2	1
128.655	1572	3	1
128.655	1573	1	3
128.721	1574	1	1
128.788	1575	3	1
128.855	1576	2	1
128.921	1577	4	1
128.988	1578	3	1
129.021	1579	2	1
129.055	1580	1	2
129.188	1581	4	1
129.188	1582	1	3
129.221	1583	3	1
129.255	1584	2	2
129.388	1585	1	1
129.388	1586	2	3
129.421	1587	3	1
129.455	1588	4	2
129.555	1589	1	1
129.555	1590	4	3
129.621	1591	2	1
129.655	1592	3	1
129.721	1593	1	1
129.755	1594	4	2
129.788	1595	2	1
129.855	1596	3	1
129.905	1597	1	1
129.988	1598	2	1
130.055	1599	3	1
130.121	1600	2	1
130.188	1601	1	1
130.255	1602	2	1
130.255	1603	3	1
130.380	1604	1	1
130.455	1605	2	1
130.455	1606	3	1
130.455	1607	4	3
130.588	1608	1	1
130.655	1609	3	1
130.655	1610	4	1
130.788	1611	3	1
130.855	1612	1	1
130.855	1613	2	1
130.988	1614	1	1
131.029	1615	2	1
131.029	1616	3	1
131.029	1617	4	1
131.168	1618	1	2
131.307	1619	3	2
131.307	1620	1	3
131.446	1621	2	2
131.446	1622	4	1
131.446	1623	3	3
131.585	1624	3	1
131.725	1625	1	2
131.725	1626	2	3
131.864	1627	3	2
131.864	1628	4	1
131.864	1629	1	3
132.003	1630	2	2
132.003	1631	3	3
132.142	1632	1	1
132.142	1633	3	1
132.142	1634	4	1
132.281	1635	1	2
132.281	1636	2	3
132.421	1637	4	2
132.421	1638	1	3
132.560	1639	1	1
132.560	1640	3	2
132.560	1641	4	3
132.699	1642	4	1
132.838	1643	2	2
132.838	1644	3	3
132.977	1645	1	1
132.977	1646	3	1
132.977	1647	4	2
132.977	1648	2	3
133.117	1649	3	2
133.117	1650	4	3
133.256	1651	1	1
133.256	1652	2	1
133.256	1653	4	1
133.395	1654	1	2
133.395	1655	3	3
133.534	1656	2	2
133.534	1657	1	3
133.674	1658	3	1
133.674	1659	4	2
133.674	1660	2	3
133.813	1661	1	1
133.813	1662	4	3
133.882	1663	1	1
133.952	1664	3	2
134.091	1665	1	1
134.091	1666	4	2
134.091	1667	3	3
134.230	1668	2	2
134.230	1669	4	3
134.370	1670	1	1
134.370	1671	3	1
134.370	1672	4	1
134.509	1673	1	2
134.509	1674	2	3
134.578	1675	1	3
134.648	1676	1	2
134.787	1677	3	2
134.787	1678	4	1
134.926	1679	2	1
134.926	1680	1	3
134.926	1681	3	3
135.066	1682	2	2
135.205	1683	1	2
135.205	1684	3	1
135.205	1685	4	1
135.205	1686	2	3
135.344	1687	3	2
135.344	1688	1	3
135.483	1689	1	1
135.483	1690	2	1
135.483	1691	4	1
135.483	1692	3	3
135.622	1693	3	1
135.692	1694	3	1
135.762	1695	2	1
135.901	1696	1	1
135.901	1697	4	1
135.971	1698	3	1
136.041	1699	3	1
136.180	1700	2	2
136.320	1701	1	1
136.320	1702	4	2
136.320	1703	2	3
136.460	1704	3	2
136.460	1705	4	3
136.599	1706	1	1
136.599	1707	2	1
136.599	1708	4	1
136.739	1709	1	2
136.739	1710	3	3
136.809	1711	1	3
136.878	1712	1	2
137.018	1713	2	1
137.018	1714	4	1
137.158	1715	3	2
137.158	1716	4	1
137.158	1717	1	3
137.297	1718	1	2
137.297	1719	3	3
137.437	1720	2	1
137.437	1721	3	1
137.437	1722	4	2
137.437	1723	1	3
137.576	1724	2	2
137.576	1725	4	3
137.716	1726	1	2
137.716	1727	3	1
137.716	1728	4	1
137.716	1729	2	3
137.856	1730	2	1
137.856	1731	1	3
137.925	1732	2	1
137.995	1733	3	2
138.135	1734	2	1
138.135	1735	4	1
138.135	1736	3	3
138.205	1737	2	1
138.274	1738	3	2
138.414	1739	2	1
138.414	1740	3	3
138.484	1741	2	1
138.554	1742	4	2
138.693	1743	3	2
138.693	1744	4	3
138.833	1745	1	1
138.833	1746	2	1
138.833	1747	4	1
138.972	1748	1	2
138.972	1749	3	3
139.042	1750	1	3
139.112	1751	1	2
139.182	1752	3	1
139.252	1753	2	1
139.321	1754	4	1
139.391	1755	2	1
139.391	1756	3	1
139.461	1757	4	1
139.531	1758	3	1
139.601	1759	2	1
139.670	1760	3	1
139.670	1761	4	1
139.670	1762	1	3
139.740	1763	1	1
139.740	1764	2	1
139.810	1765	3	1
139.810	1766	4	1
139.880	1767	1	1
139.880	1768	2	1
139.950	1769	1	1
139.950	1770	3	1
139.950	1771	4	1
140.089	1772	1	2
140.089	1773	2	1
140.229	1774	3	2
140.229	1775	1	3
140.368	1776	2	2
140.368	1777	4	1
140.368	1778	3	3
140.508	1779	3	1
140.648	1780	1	2
140.648	1781	2	3
140.787	1782	3	2
140.787	1783	4	1
140.787	1784	1	3
140.927	1785	2	2
140.927	1786	3	3
141.066	1787	1	1
141.066	1788	3	1
141.066	1789	4	1
141.206	1790	1	2
141.206	1791	3	1
141.206	1792	2	3
141.346	1793	4	2
141.346	1794	1	3
141.485	1795	1	1
141.485	1796	3	2
141.485	1797	4	3
141.625	1798	4	1
141.764	1799	2	2
141.764	1800	3	3
141.904	1801	1	1
141.904	1802	3	1
141.904	1803	4	2
141.904	1804	2	3
142.044	1805	3	2
142.044	1806	4	3
142.183	1807	1	1
142.183	1808	2	1
142.183	1809	4	1
142.323	1810	1	2
142.323	1811	2	1
142.323	1812	3	3
142.462	1813	2	2
142.462	1814	1	3
142.602	1815	3	1
142.602	1816	4	2
142.602	1817	2	3
142.742	1818	1	1
142.742	1819	4	3
142.811	1820	1	1
142.881	1821	3	2
143.021	1822	1	1
143.021	1823	4	2
143.021	1824	3	3
143.160	1825	2	2
143.160	1826	4	3
143.300	1827	1	1
143.300	1828	3	1
143.300	1829	4	1
143.440	1830	1	2
143.440	1831	4	1
143.440	1832	2	3
143.509	1833	3	2
143.509	1834	1	3
143.579	1835	1	2
143.579	1836	3	3
143.719	1837	3	2
143.719	1838	4	1
143.858	1839	2	1
143.858	1840	1	3
143.858	1841	3	3
143.998	1842	2	2
144.138	1843	1	2
144.138	1844	3	1
144.138	1845	4	1
144.138	1846	2	3
144.277	1847	3	2
144.277	1848	1	3
144.417	1849	1	1
144.417	1850	2	1
144.417	1851	4	1
144.417	1852	3	3
144.556	1853	3	1
144.626	1854	3	1
144.696	1855	1	1
144.696	1856	4	1
144.836	1857	3	1
144.905	1858	3	1
144.975	1859	1	1
144.975	1860	2	1
145.115	1861	1	2
145.254	1862	3	1
145.254	1863	4	2
145.254	1864	1	3
145.394	1865	2	2
145.394	1866	4	3
145.534	1867	1	1
145.534	1868	3	1
145.534	1869	4	1
145.534	1870	2	3
145.673	1871	2	1
145.743	1872	2	1
145.813	1873	3	1
145.813	1874	4	1
145.952	1875	2	1
146.022	1876	2	1
146.092	1877	1	1
146.092	1878	4	1
146.232	1879	1	2
146.371	1880	2	2
146.371	1881	3	1
146.371	1882	4	1
146.371	1883	1	3
146.511	1884	4	2
146.511	1885	2	3
146.650	1886	1	1
146.650	1887	2	1
146.650	1888	3	1
146.650	1889	4	3
146.790	1890	4	1
146.860	1891	4	1
146.930	1892	1	1
146.930	1893	2	1
147.069	1894	4	1
147.139	1895	4	1
147.209	1896	1	1
147.209	1897	3	1
147.348	1898	2	2
147.488	1899	1	1
147.488	1900	3	2
147.488	1901	4	1
147.488	1902	2	3
147.628	1903	4	2
147.628	1904	3	3
147.767	1905	1	1
147.767	1906	2	1
147.767	1907	3	1
147.907	1908	1	1
147.907	1909	2	1
148.046	1910	2	1
148.046	1911	3	1
148.186	1912	1	1
148.256	1913	3	1
148.326	1914	1	2
148.326	1915	2	1
148.326	1916	4	3
148.605	1917	3	2
148.884	1918	2	1
148.884	1919	4	2
148.884	1920	1	3
148.884	1921	3	3
149.024	1922	2	2
149.024	1923	4	3
149.163	1924	1	1
149.163	1925	4	2
149.163	1926	2	3
149.303	1927	2	2
149.303	1928	4	3
149.442	1929	3	1
149.442	1930	4	2
149.442	1931	2	3
149.582	1932	2	2
149.582	1933	4	3
149.722	1934	1	1
149.722	1935	4	2
149.722	1936	2	3
149.861	1937	2	2
149.861	1938	4	3
150.001	1939	3	1
150.001	1940	4	2
150.001	1941	2	3
150.140	1942	2	2
150.140	1943	4	3
150.280	1944	1	1
150.280	1945	4	2
150.280	1946	2	3
150.420	1947	2	2
150.420	1948	4	3
150.559	1949	3	1
150.559	1950	4	2
150.559	1951	2	3
150.699	1952	1	2
150.699	1953	4	3
150.838	1954	2	2
150.838	1955	3	1
150.838	1956	1	3
150.978	1957	4	2
150.978	1958	2	3
151.118	1959	1	1
151.118	1960	3	2
151.118	1961	4	3
151.257	1962	2	1
151.397	1963	1	1
151.397	1964	4	2
151.397	1965	3	3
151.536	1966	2	2
151.536	1967	4	3
151.676	1968	3	1
151.676	1969	4	1
151.816	1970	1	2
151.816	1971	2	3
151.955	1972	2	1
151.955	1973	4	2
151.955	1974	1	3
152.095	1975	3	2
152.095	1976	4	3
152.234	1977	1	1
152.234	1978	2	1
152.374	1979	2	1
152.444	1980	4	1
152.514	1981	1	1
152.514	1982	2	1
152.583	1983	4	1
152.653	1984	1	1
152.723	1985	2	1
152.793	1986	1	1
152.793	1987	4	1
152.863	1988	2	1
152.932	1989	4	1
153.002	1990	2	1
153.072	1991	1	1
153.072	1992	4	1
153.072	1993	3	3
153.119	1994	2	1
153.165	1995	3	1
153.212	1996	1	1
153.212	1997	4	1
153.281	1998	2	1
153.281	1999	3	1
153.351	2000	1	1
153.351	2001	4	2
153.491	2002	2	2
153.491	2003	4	3
153.630	2004	3	1
153.630	2005	4	2
153.630	2006	2	3
153.770	2007	2	2
153.770	2008	4	3
153.910	2009	1	1
153.910	2010	4	2
153.910	2011	2	3
154.049	2012	2	2
154.049	2013	4	3
154.189	2014	3	1
154.189	2015	4	2
154.189	2016	2	3
154.328	2017	2	2
154.328	2018	4	3
154.468	2019	1	1
154.468	2020	4	2
154.468	2021	2	3
154.608	2022	2	2
154.608	2023	4	3
154.747	2024	3	1
154.747	2025	4	2
154.747	2026	2	3
154.887	2027	2	2
154.887	2028	4	3
155.026	2029	1	1
155.026	2030	4	2
155.026	2031	2	3
155.166	2032	1	2
155.166	2033	4	3
155.306	2034	2	2
155.306	2035	3	1
155.306	2036	1	3
155.445	2037	4	2
155.445	2038	2	3
155.585	2039	1	1
155.585	2040	3	2
155.585	2041	4	3
155.724	2042	2	1
155.864	2043	1	1
155.864	2044	4	2
155.864	2045	3	3
156.004	2046	2	2
156.004	2047	4	3
156.143	2048	3	1
156.143	2049	4	1
156.283	2050	1	2
156.283	2051	2	3
156.422	2052	2	1
156.422	2053	4	2
156.422	2054	1	3
156.562	2055	3	2
156.562	2056	4	3
156.702	2057	1	1
156.702	2058	2	1
156.841	2059	2	1
156.911	2060	4	1
156.981	2061	1	1
156.981	2062	2	1
157.051	2063	4	1
157.120	2064	1	1
157.190	2065	2	1
157.260	2066	1	1
157.260	2067	4	1
157.330	2068	2	1
157.400	2069	4	1
157.469	2070	2	1
157.539	2071	1	1
157.539	2072	4	1
157.539	2073	3	3
157.586	2074	2	1
157.632	2075	3	1
157.679	2076	1	1
157.679	2077	4	1
157.749	2078	2	1
157.749	2079	3	1
157.818	2080	1	1
157.818	2081	4	2
157.958	2082	2	2
157.958	2083	4	3
158.098	2084	4	2
158.098	2085	2	3
158.237	2086	2	2
158.237	2087	4	3
158.377	2088	4	2
158.377	2089	2	3
158.516	2090	2	2
158.516	2091	4	3
158.656	2092	4	2
158.656	2093	2	3
158.796	2094	2	2
158.796	2095	4	3
158.935	2096	1	1
158.935	2097	4	2
158.935	2098	2	3
159.075	2099	2	2
159.075	2100	4	3
159.214	2101	4	2
159.214	2102	2	3
159.354	2103	2	2
159.354	2104	4	3
159.494	2105	4	2
159.494	2106	2	3
159.633	2107	1	2
159.633	2108	4	3
159.773	2109	2	2
159.773	2110	1	3
159.912	2111	4	2
159.912	2112	2	3
160.052	2113	1	1
160.052	2114	3	2
160.052	2115	4	3
160.192	2116	2	1
160.331	2117	4	2
160.331	2118	3	3
160.471	2119	2	2
160.471	2120	4	3
160.610	2121	3	1
160.750	2122	1	2
160.750	2123	2	3
160.890	2124	4	2
160.890	2125	1	3
161.029	2126	3	2
161.029	2127	4	3
161.169	2128	1	1
161.169	2129	2	1
161.308	2130	4	2
161.308	2131	3	3
161.378	2132	2	2
161.378	2133	4	3
161.448	2134	1	2
161.448	2135	2	3
161.588	2136	2	1
161.588	2137	4	1
161.727	2138	2	1
161.727	2139	4	1
161.867	2140	2	1
161.867	2141	3	1
162.006	2142	2	1
162.006	2143	3	1
162.146	2144	3	1
162.146	2145	4	1
162.286	2146	2	2
162.286	2147	3	2
162.286	2148	4	2
162.286	2149	1	3
162.355	2150	2	3
162.355	2151	3	3
162.355	2152	4	3
162.425	2153	2	2
162.425	2154	3	2
162.425	2155	4	2
162.495	2156	2	3
162.495	2157	3	3
162.495	2158	4	3
163.682	2159	1	2
164.519	2160	2	2
165.636	2161	3	2
165.636	2162	1	3
165.636	2163	2	3
165.683	2164	4	2
165.683	2165	3	3
165.723	2166	3	2
165.723	2167	4	3
165.776	2168	3	3
166.334	2169	1	2
166.474	2170	2	2
166.474	2171	1	3
166.613	2172	3	2
166.613	2173	2	3
166.753	2174	1	1
166.753	2175	2	1
166.753	2176	4	2
166.753	2177	3	3
166.892	2178	1	2
166.892	2179	2	1
167.032	2180	2	1
167.032	2181	3	2
167.032	2182	1	3
167.032	2183	4	3
167.172	2184	1	2
167.172	2185	3	3
167.241	2186	2	2
167.241	2187	1	3
167.311	2188	1	2
167.311	2189	4	1
167.311	2190	2	3
167.381	2191	2	2
167.381	2192	1	3
167.451	2193	1	2
167.451	2194	3	1
167.451	2195	2	3
167.590	2196	2	2
167.590	2197	4	1
167.590	2198	1	3
167.730	2199	3	2
167.730	2200	2	3
167.870	2201	1	1
167.870	2202	2	1
167.870	2203	4	2
167.870	2204	3	3
168.009	2205	1	2
168.009	2206	2	1
168.149	2207	2	1
168.149	2208	3	2
168.149	2209	1	3
168.149	2210	4	3
168.288	2211	2	2
168.288	2212	3	3
168.358	2213	3	2
168.358	2214	2	3
168.428	2215	1	1
168.428	2216	2	2
168.428	2217	3	3
168.498	2218	3	2
168.498	2219	2	3
168.568	2220	1	2
168.568	2221	4	1
168.568	2222	3	3
168.707	2223	2	2
168.707	2224	4	1
168.707	2225	1	3
168.847	2226	3	2
168.847	2227	2	3
168.986	2228	1	1
168.986	2229	2	1
168.986	2230	4	2
168.986	2231	3	3
169.126	2232	1	1
169.126	2233	2	2
169.266	2234	1	1
169.266	2235	3	2
169.266	2236	2	3
169.266	2237	4	3
169.405	2238	4	2
169.405	2239	3	3
169.475	2240	3	2
169.475	2241	4	3
169.545	2242	1	1
169.545	2243	4	2
169.545	2244	3	3
169.615	2245	3	2
169.615	2246	4	3
169.684	2247	1	1
169.684	2248	3	3
169.754	2249	1	1
169.824	2250	2	1
169.824	2251	4	2
169.964	2252	2	2
169.964	2253	4	3
170.033	2254	3	1
170.103	2255	1	1
170.103	2256	4	1
170.243	2257	3	1
170.243	2258	4	1
170.382	2259	3	2
170.382	2260	4	1
170.382	2261	2	3
170.452	2262	2	2
170.452	2263	3	3
170.522	2264	1	1
170.522	2265	3	2
170.522	2266	2	3
170.592	2267	2	2
170.592	2268	3	3
170.662	2269	3	1
170.662	2270	4	1
170.662	2271	2	3
170.801	2272	1	1
170.801	2273	4	1
170.941	2274	2	2
170.941	2275	3	1
171.080	2276	3	2
171.080	2277	2	3
171.220	2278	1	1
171.220	2279	2	1
171.220	2280	4	2
171.220	2281	3	3
171.360	2282	1	2
171.360	2283	2	1
171.499	2284	2	1
171.499	2285	3	2
171.499	2286	1	3
171.499	2287	4	3
171.639	2288	1	2
171.639	2289	3	3
171.709	2290	2	2
171.709	2291	1	3
171.778	2292	1	2
171.778	2293	4	1
171.778	2294	2	3
171.848	2295	2	2
171.848	2296	1	3
171.918	2297	1	2
171.918	2298	3	1
171.918	2299	2	3
172.058	2300	2	2
172.058	2301	4	1
172.058	2302	1	3
172.197	2303	3	2
172.197	2304	2	3
172.337	2305	1	1
172.337	2306	2	1
172.337	2307	4	2
172.337	2308	3	3
172.476	2309	1	2
172.476	2310	2	1
172.476	2311	4	3
172.616	2312	2	1
172.616	2313	4	2
172.616	2314	1	3
172.756	2315	1	2
172.756	2316	3	1
172.756	2317	4	3
172.825	2318	2	1
172.895	2319	3	1
172.895	2320	4	2
172.895	2321	1	3
173.035	2322	1	2
173.035	2323	2	1
173.035	2324	4	3
173.174	2325	3	2
173.174	2326	4	1
173.174	2327	1	3
173.314	2328	2	2
173.314	2329	3	3
173.454	2330	1	1
173.454	2331	3	1
173.454	2332	4	2
173.454	2333	2	3
173.593	2334	1	2
173.593	2335	2	1
173.733	2336	2	1
173.733	2337	3	2
173.733	2338	1	3
173.733	2339	4	3
173.803	2340	3	3
173.872	2341	1	1
173.872	2342	3	2
173.942	2343	2	1
174.012	2344	1	1
174.012	2345	4	1
174.082	2346	2	1
174.152	2347	1	1
174.221	2348	4	1
174.291	2349	1	1
174.291	2350	2	1
174.291	2351	3	3
174.361	2352	3	1
174.361	2353	4	1
174.431	2354	1	1
174.431	2355	2	1
174.501	2356	3	1
174.501	2357	4	1
174.570	2358	1	2
174.570	2359	2	2
174.570	2360	4	2
174.640	2361	1	3
174.640	2362	2	3
174.640	2363	4	3
174.710	2364	1	2
174.710	2365	2	2
174.710	2366	4	2
174.780	2367	1	3
174.780	2368	2	3
174.780	2369	4	3
174.989	2370	2	2
174.989	2371	3	2
174.989	2372	4	2
175.268	2373	1	2
175.268	2374	2	3
175.268	2375	3	3
175.268	2376	4	3
175.408	2377	3	1
175.408	2378	4	1
175.408	2379	1	3
175.478	2380	1	1
175.478	2381	2	1
175.548	2382	3	1
175.548	2383	4	1
175.617	2384	1	1
175.617	2385	2	1
175.687	2386	1	1
175.687	2387	3	1
175.687	2388	4	2
175.827	2389	1	2
175.827	2390	2	1
175.966	2391	2	1
175.966	2392	3	2
175.966	2393	1	3
175.966	2394	4	3
176.106	2395	1	2
176.106	2396	3	3
176.176	2397	2	2
176.176	2398	1	3
176.246	2399	1	2
176.246	2400	4	1
176.246	2401	2	3
176.315	2402	2	2
176.315	2403	1	3
176.385	2404	1	2
176.385	2405	3	1
176.385	2406	2	3
176.525	2407	2	2
176.525	2408	4	1
176.525	2409	1	3
176.664	2410	3	2
176.664	2411	2	3
176.804	2412	1	1
176.804	2413	2	1
176.804	2414	4	2
176.804	2415	3	3
176.944	2416	1	2
176.944	2417	2	1
177.083	2418	2	1
177.083	2419	3	2
177.083	2420	1	3
177.083	2421	4	3
177.223	2422	2	2
177.223	2423	3	3
177.293	2424	3	2
177.293	2425	2	3
177.362	2426	1	1
177.362	2427	2	2
177.362	2428	3	3
177.432	2429	3	2
177.432	2430	2	3
177.502	2431	1	2
177.502	2432	4	1
177.502	2433	3	3
177.642	2434	2	2
177.642	2435	4	1
177.642	2436	1	3
177.781	2437	3	2
177.781	2438	2	3
177.921	2439	1	1
177.921	2440	2	1
177.921	2441	4	2
177.921	2442	3	3
178.060	2443	1	1
178.060	2444	2	2
178.200	2445	1	1
178.200	2446	3	2
178.200	2447	2	3
178.200	2448	4	3
178.340	2449	4	2
178.340	2450	3	3
178.409	2451	3	2
178.409	2452	4	3
178.479	2453	1	1
178.479	2454	4	2
178.479	2455	3	3
178.549	2456	3	2
178.549	2457	4	3
178.619	2458	1	1
178.619	2459	3	3
178.689	2460	1	1
178.758	2461	2	1
178.758	2462	4	2
178.898	2463	2	2
178.898	2464	4	3
178.968	2465	3	1
179.038	2466	1	1
179.038	2467	4	1
179.177	2468	3	1
179.177	2469	4	1
179.177	2470	2	3
179.247	2471	2	2
179.317	2472	1	2
179.317	2473	4	1
179.317	2474	2	3
179.387	2475	2	2
179.387	2476	1	3
179.456	2477	1	2
179.456	2478	3	1
179.456	2479	2	3
179.526	2480	2	2
179.526	2481	1	3
179.596	2482	1	1
179.596	2483	3	1
179.596	2484	4	1
179.596	2485	2	3
179.736	2486	1	1
179.736	2487	2	1
179.875	2488	3	1
179.875	2489	4	1
179.945	2490	1	1
179.945	2491	2	1
180.015	2492	3	1
180.015	2493	4	1
180.085	2494	1	1
180.085	2495	2	1
180.154	2496	1	1
180.154	2497	3	1
180.154	2498	4	2
180.294	2499	1	2
180.294	2500	2	1
180.434	2501	2	1
180.434	2502	3	2
